Date,Commodity,Price
6/1/13,Raw Materials,95.14
7/1/13,Raw Materials,92.92
8/1/13,Raw Materials,94.16
9/1/13,Raw Materials,95.18
10/1/13,Raw Materials,95.39
11/1/13,Raw Materials,95.25
12/1/13,Raw Materials,95.59
1/1/14,Raw Materials,95.17
2/1/14,Raw Materials,95.26
3/1/14,Raw Materials,96.55
4/1/14,Raw Materials,95.76
5/1/14,Raw Materials,95.23
6/1/14,Raw Materials,94.87
7/1/14,Raw Materials,94.29
8/1/14,Raw Materials,90.98
9/1/14,Raw Materials,88.26
10/1/14,Raw Materials,87.03
11/1/14,Raw Materials,85.1
12/1/14,Raw Materials,84.37
1/1/15,Raw Materials,83.46
2/1/15,Raw Materials,85.02
3/1/15,Raw Materials,83.64
4/1/15,Raw Materials,83.68
5/1/15,Raw Materials,86.01
6/1/15,Raw Materials,85.64
7/1/15,Raw Materials,84.36
8/1/15,Raw Materials,83.38
9/1/15,Raw Materials,81.9
10/1/15,Raw Materials,81.69
11/1/15,Raw Materials,80.46
12/1/15,Raw Materials,80.2
1/1/16,Raw Materials,78.43
2/1/16,Raw Materials,78.26
3/1/16,Raw Materials,78.89
4/1/16,Raw Materials,81.6
5/1/16,Raw Materials,82.05
6/1/16,Raw Materials,81.62
7/1/16,Raw Materials,80.55
8/1/16,Raw Materials,80.53
9/1/16,Raw Materials,80.61
10/1/16,Raw Materials,78.72
11/1/16,Raw Materials,79.71
12/1/16,Raw Materials,81.41
1/1/17,Raw Materials,83.43
2/1/17,Raw Materials,85.17
3/1/17,Raw Materials,82.77
4/1/17,Raw Materials,82.5
5/1/17,Raw Materials,82.16
6/1/17,Raw Materials,79
7/1/17,Raw Materials,79.44
8/1/17,Raw Materials,79.37
9/1/17,Raw Materials,80.34
10/1/17,Raw Materials,78.64
11/1/17,Raw Materials,78.74
12/1/17,Raw Materials,80.4
1/1/18,Raw Materials,82.76
2/1/18,Raw Materials,83.16
3/1/18,Raw Materials,84.36
4/1/18,Raw Materials,84.63
5/1/18,Raw Materials,83.09
6/1/18,Raw Materials,82.19
7/1/18,Raw Materials,80.96
8/1/18,Raw Materials,80.28
9/1/18,Raw Materials,79.95
10/1/18,Raw Materials,79.15
11/1/18,Raw Materials,78.35
12/1/18,Raw Materials,78.26
1/1/19,Raw Materials,79.28
2/1/19,Raw Materials,79.62
3/1/19,Raw Materials,80.55
4/1/19,Raw Materials,80.32
5/1/19,Raw Materials,79.41
6/1/19,Raw Materials,79.72
7/1/19,Raw Materials,77.15
8/1/19,Raw Materials,74.87
9/1/19,Raw Materials,75.39
10/1/19,Raw Materials,75.66
11/1/19,Raw Materials,76.62
12/1/19,Raw Materials,77.97
1/1/20,Raw Materials,78.73
2/1/20,Raw Materials,77.7
3/1/20,Raw Materials,74.63
4/1/20,Raw Materials,73.02
5/1/20,Raw Materials,73.25
6/1/20,Raw Materials,74.38
7/1/20,Raw Materials,75.38
8/1/20,Raw Materials,78.08
9/1/20,Raw Materials,78.35
10/1/20,Raw Materials,80.92
11/1/20,Raw Materials,82.59
12/1/20,Raw Materials,83.72
1/1/21,Raw Materials,84.65
2/1/21,Raw Materials,86.04
3/1/21,Raw Materials,85.74
4/1/21,Raw Materials,84.3
5/1/21,Raw Materials,85.61
6/1/21,Raw Materials,84.67
7/1/21,Raw Materials,82.68
8/1/21,Raw Materials,83
9/1/21,Raw Materials,82.75
10/1/21,Raw Materials,84.89
11/1/21,Raw Materials,85.53
12/1/21,Raw Materials,84.24
1/1/22,Raw Materials,86.48
2/1/22,Raw Materials,88.09
3/1/22,Raw Materials,87.06
4/1/22,Raw Materials,87.25
1/1/79,Timber,36.74
2/1/79,Timber,39.12
3/1/79,Timber,39.9
4/1/79,Timber,40.18
5/1/79,Timber,43.19
6/1/79,Timber,49.23
7/1/79,Timber,54.19
8/1/79,Timber,56.74
9/1/79,Timber,56.04
10/1/79,Timber,51.22
11/1/79,Timber,49.09
12/1/79,Timber,49.64
1/1/80,Timber,52.79
2/1/80,Timber,55.18
3/1/80,Timber,54.42
4/1/80,Timber,53.98
5/1/80,Timber,55.73
6/1/80,Timber,56.03
7/1/80,Timber,51.9
8/1/80,Timber,50.7
9/1/80,Timber,55.1
10/1/80,Timber,45.23
11/1/80,Timber,45.78
12/1/80,Timber,46.06
1/1/81,Timber,46.6
2/1/81,Timber,46
3/1/81,Timber,45.55
4/1/81,Timber,44.7
5/1/81,Timber,45.13
6/1/81,Timber,44.73
7/1/81,Timber,42.64
8/1/81,Timber,42.1
9/1/81,Timber,41.98
10/1/81,Timber,42.77
11/1/81,Timber,44.73
12/1/81,Timber,45.41
1/1/82,Timber,46.03
2/1/82,Timber,44.42
3/1/82,Timber,43.72
4/1/82,Timber,43.28
5/1/82,Timber,44.02
6/1/82,Timber,41.62
7/1/82,Timber,41.66
8/1/82,Timber,41.57
9/1/82,Timber,41.66
10/1/82,Timber,40.89
11/1/82,Timber,41.7
12/1/82,Timber,43
1/1/83,Timber,42.63
2/1/83,Timber,39.06
3/1/83,Timber,38.65
4/1/83,Timber,38.98
5/1/83,Timber,39.93
6/1/83,Timber,39.51
7/1/83,Timber,39.4
8/1/83,Timber,40.46
9/1/83,Timber,41.26
10/1/83,Timber,44.04
11/1/83,Timber,44.06
12/1/83,Timber,44.87
1/1/84,Timber,45.52
2/1/84,Timber,45.15
3/1/84,Timber,47.24
4/1/84,Timber,49.48
5/1/84,Timber,49.95
6/1/84,Timber,48.24
7/1/84,Timber,45.01
8/1/84,Timber,43.02
9/1/84,Timber,42.09
10/1/84,Timber,40.73
11/1/84,Timber,40.78
12/1/84,Timber,39.67
1/1/85,Timber,37.62
2/1/85,Timber,36.8
3/1/85,Timber,36.87
4/1/85,Timber,37.76
5/1/85,Timber,37.63
6/1/85,Timber,37.11
7/1/85,Timber,37.69
8/1/85,Timber,37.17
9/1/85,Timber,36.64
10/1/85,Timber,37.98
11/1/85,Timber,39.74
12/1/85,Timber,41.47
1/1/86,Timber,42.52
2/1/86,Timber,43.24
3/1/86,Timber,41.96
4/1/86,Timber,40.85
5/1/86,Timber,42.57
6/1/86,Timber,40.89
7/1/86,Timber,40.75
8/1/86,Timber,40.07
9/1/86,Timber,38.79
10/1/86,Timber,38.33
11/1/86,Timber,40.38
12/1/86,Timber,44.65
1/1/87,Timber,47.29
2/1/87,Timber,46.81
3/1/87,Timber,47.53
4/1/87,Timber,48.08
5/1/87,Timber,45.32
6/1/87,Timber,45.49
7/1/87,Timber,46.69
8/1/87,Timber,52.71
9/1/87,Timber,62.21
10/1/87,Timber,63.1
11/1/87,Timber,65.75
12/1/87,Timber,63.48
1/1/88,Timber,59.54
2/1/88,Timber,52.19
3/1/88,Timber,52.68
4/1/88,Timber,55.01
5/1/88,Timber,54.66
6/1/88,Timber,52.49
7/1/88,Timber,50.66
8/1/88,Timber,48.27
9/1/88,Timber,48.79
10/1/88,Timber,52.64
11/1/88,Timber,54.32
12/1/88,Timber,53.49
1/1/89,Timber,52.66
2/1/89,Timber,52.71
3/1/89,Timber,51.85
4/1/89,Timber,50.83
5/1/89,Timber,52.4
6/1/89,Timber,64.08
7/1/89,Timber,65.11
8/1/89,Timber,65.04
9/1/89,Timber,64.48
10/1/89,Timber,65.85
11/1/89,Timber,64.76
12/1/89,Timber,66.68
1/1/90,Timber,66.47
2/1/90,Timber,67.58
3/1/90,Timber,66.16
4/1/90,Timber,64.72
5/1/90,Timber,60.33
6/1/90,Timber,61.35
7/1/90,Timber,60.97
8/1/90,Timber,60.98
9/1/90,Timber,60.94
10/1/90,Timber,62.9
11/1/90,Timber,62.84
12/1/90,Timber,61.12
1/1/91,Timber,60.74
2/1/91,Timber,61.19
3/1/91,Timber,60.95
4/1/91,Timber,64.58
5/1/91,Timber,63.44
6/1/91,Timber,67.17
7/1/91,Timber,67.66
8/1/91,Timber,68.94
9/1/91,Timber,70.84
10/1/91,Timber,69.66
11/1/91,Timber,68.23
12/1/91,Timber,68.02
1/1/92,Timber,69.17
2/1/92,Timber,72.03
3/1/92,Timber,71.35
4/1/92,Timber,72.47
5/1/92,Timber,73.68
6/1/92,Timber,72.39
7/1/92,Timber,71.96
8/1/92,Timber,71.45
9/1/92,Timber,72
10/1/92,Timber,72.61
11/1/92,Timber,74.76
12/1/92,Timber,75
1/1/93,Timber,75.44
2/1/93,Timber,79.53
3/1/93,Timber,84.06
4/1/93,Timber,96.05
5/1/93,Timber,112.66
6/1/93,Timber,113
7/1/93,Timber,113.28
8/1/93,Timber,112.5
9/1/93,Timber,108.65
10/1/93,Timber,108.21
11/1/93,Timber,103.17
12/1/93,Timber,100.43
1/1/94,Timber,94.45
2/1/94,Timber,93.79
3/1/94,Timber,95.55
4/1/94,Timber,101.21
5/1/94,Timber,105.48
6/1/94,Timber,107.9
7/1/94,Timber,106.79
8/1/94,Timber,106.45
9/1/94,Timber,102.98
10/1/94,Timber,97.17
11/1/94,Timber,94.99
12/1/94,Timber,91.15
1/1/95,Timber,92.63
2/1/95,Timber,89.17
3/1/95,Timber,88.02
4/1/95,Timber,91.01
5/1/95,Timber,91.62
6/1/95,Timber,91.49
7/1/95,Timber,89.71
8/1/95,Timber,86.84
9/1/95,Timber,84.54
10/1/95,Timber,85.02
11/1/95,Timber,84.11
12/1/95,Timber,84.95
1/1/96,Timber,84.67
2/1/96,Timber,85.11
3/1/96,Timber,87.02
4/1/96,Timber,89.06
5/1/96,Timber,89.95
6/1/96,Timber,89.01
7/1/96,Timber,88.95
8/1/96,Timber,89.2
9/1/96,Timber,89.91
10/1/96,Timber,89.77
11/1/96,Timber,89.33
12/1/96,Timber,85.32
1/1/97,Timber,87.42
2/1/97,Timber,87.86
3/1/97,Timber,88.72
4/1/97,Timber,87.94
5/1/97,Timber,88.69
6/1/97,Timber,89.41
7/1/97,Timber,85.01
8/1/97,Timber,79
9/1/97,Timber,73.16
10/1/97,Timber,67.03
11/1/97,Timber,64.76
12/1/97,Timber,60.43
1/1/98,Timber,53.61
2/1/98,Timber,62.38
3/1/98,Timber,61.65
4/1/98,Timber,59.69
5/1/98,Timber,55.06
6/1/98,Timber,52.37
7/1/98,Timber,50.9
8/1/98,Timber,52.72
9/1/98,Timber,58.17
10/1/98,Timber,59.83
11/1/98,Timber,59.87
12/1/98,Timber,62.12
1/1/99,Timber,63.45
2/1/99,Timber,63.52
3/1/99,Timber,64.76
4/1/99,Timber,65.29
5/1/99,Timber,67.33
6/1/99,Timber,70.46
7/1/99,Timber,72.3
8/1/99,Timber,73.56
9/1/99,Timber,75.19
10/1/99,Timber,74.84
11/1/99,Timber,74.86
12/1/99,Timber,74.93
1/1/00,Timber,74.42
2/1/00,Timber,73.71
3/1/00,Timber,73.61
4/1/00,Timber,73.87
5/1/00,Timber,72.86
6/1/00,Timber,73.23
7/1/00,Timber,70.73
8/1/00,Timber,70.73
9/1/00,Timber,65.15
10/1/00,Timber,64.5
11/1/00,Timber,62.46
12/1/00,Timber,61.19
1/1/01,Timber,59.25
2/1/01,Timber,59.69
3/1/01,Timber,59.12
4/1/01,Timber,58.83
5/1/01,Timber,57.42
6/1/01,Timber,56.76
7/1/01,Timber,55.36
8/1/01,Timber,56.3
9/1/01,Timber,57.37
10/1/01,Timber,54.27
11/1/01,Timber,53.71
12/1/01,Timber,54
1/1/02,Timber,53.62
2/1/02,Timber,55.33
3/1/02,Timber,56.06
4/1/02,Timber,57.68
5/1/02,Timber,58.43
6/1/02,Timber,61.16
7/1/02,Timber,63.98
8/1/02,Timber,65.83
9/1/02,Timber,66.47
10/1/02,Timber,66.31
11/1/02,Timber,65.31
12/1/02,Timber,66.18
1/1/03,Timber,65.65
2/1/03,Timber,65.25
3/1/03,Timber,66.01
4/1/03,Timber,65.68
5/1/03,Timber,65.34
6/1/03,Timber,65.22
7/1/03,Timber,65.17
8/1/03,Timber,65.79
9/1/03,Timber,64.96
10/1/03,Timber,65.72
11/1/03,Timber,65.78
12/1/03,Timber,65.05
1/1/04,Timber,65.26
2/1/04,Timber,66.54
3/1/04,Timber,66.24
4/1/04,Timber,66.46
5/1/04,Timber,68.92
6/1/04,Timber,70.04
7/1/04,Timber,70.51
8/1/04,Timber,70.37
9/1/04,Timber,70.42
10/1/04,Timber,70.96
11/1/04,Timber,71.93
12/1/04,Timber,71
1/1/05,Timber,73.65
2/1/05,Timber,73.62
3/1/05,Timber,74.79
4/1/05,Timber,74.51
5/1/05,Timber,76.46
6/1/05,Timber,76.51
7/1/05,Timber,76.7
8/1/05,Timber,77.85
9/1/05,Timber,78.88
10/1/05,Timber,78.44
11/1/05,Timber,79.26
12/1/05,Timber,79.66
1/1/06,Timber,83.06
2/1/06,Timber,83.19
3/1/06,Timber,83.39
4/1/06,Timber,84.37
5/1/06,Timber,89.18
6/1/06,Timber,87.75
7/1/06,Timber,87.6
8/1/06,Timber,89.72
9/1/06,Timber,89.99
10/1/06,Timber,89.47
11/1/06,Timber,91.69
12/1/06,Timber,94.63
1/1/07,Timber,93.97
2/1/07,Timber,93.9
3/1/07,Timber,94.1
4/1/07,Timber,95.41
5/1/07,Timber,94.85
6/1/07,Timber,94.61
7/1/07,Timber,96.79
8/1/07,Timber,96.53
9/1/07,Timber,97.11
10/1/07,Timber,96.24
11/1/07,Timber,96.24
12/1/07,Timber,94.27
1/1/08,Timber,97.43
2/1/08,Timber,101.51
3/1/08,Timber,108.01
4/1/08,Timber,109.59
5/1/08,Timber,108.22
6/1/08,Timber,107.31
7/1/08,Timber,107.57
8/1/08,Timber,102.45
9/1/08,Timber,104.22
10/1/08,Timber,103.32
11/1/08,Timber,105.21
12/1/08,Timber,103.62
1/1/09,Timber,101.34
2/1/09,Timber,99.69
3/1/09,Timber,97.85
4/1/09,Timber,97.4
5/1/09,Timber,101.68
6/1/09,Timber,97.3
7/1/09,Timber,92.17
8/1/09,Timber,92.65
9/1/09,Timber,94.33
10/1/09,Timber,95.91
11/1/09,Timber,97.01
12/1/09,Timber,94.14
1/1/10,Timber,93.29
2/1/10,Timber,91.8
3/1/10,Timber,92.41
4/1/10,Timber,94.87
5/1/10,Timber,96.97
6/1/10,Timber,97.97
7/1/10,Timber,101.85
8/1/10,Timber,105.34
9/1/10,Timber,105.14
10/1/10,Timber,105.96
11/1/10,Timber,107.67
12/1/10,Timber,106.73
1/1/11,Timber,108.41
2/1/11,Timber,111.31
3/1/11,Timber,111.93
4/1/11,Timber,114.18
5/1/11,Timber,118.59
6/1/11,Timber,122.53
7/1/11,Timber,123.21
8/1/11,Timber,125.14
9/1/11,Timber,123.51
10/1/11,Timber,122.24
11/1/11,Timber,114.01
12/1/11,Timber,112.39
1/1/12,Timber,111.33
2/1/12,Timber,111.06
3/1/12,Timber,109.77
4/1/12,Timber,110.41
5/1/12,Timber,111.08
6/1/12,Timber,108.01
7/1/12,Timber,107.15
8/1/12,Timber,106.84
9/1/12,Timber,108.71
10/1/12,Timber,108.02
11/1/12,Timber,107.94
12/1/12,Timber,108.99
1/1/13,Timber,106.49
2/1/13,Timber,102.8
3/1/13,Timber,100.41
4/1/13,Timber,100.81
5/1/13,Timber,99.93
6/1/13,Timber,101.87
7/1/13,Timber,99.74
8/1/13,Timber,101.78
9/1/13,Timber,103.29
10/1/13,Timber,104.71
11/1/13,Timber,104.28
12/1/13,Timber,104.82
1/1/14,Timber,105.22
2/1/14,Timber,106.04
3/1/14,Timber,106.29
4/1/14,Timber,106.86
5/1/14,Timber,107.55
6/1/14,Timber,107.79
7/1/14,Timber,108.72
8/1/14,Timber,106.57
9/1/14,Timber,103.69
10/1/14,Timber,102.33
11/1/14,Timber,99.32
12/1/14,Timber,98.08
1/1/15,Timber,95.9
2/1/15,Timber,96.64
3/1/15,Timber,94.64
4/1/15,Timber,94.56
5/1/15,Timber,96.95
6/1/15,Timber,96.97
7/1/15,Timber,97.06
8/1/15,Timber,97.26
9/1/15,Timber,96.53
10/1/15,Timber,96.47
11/1/15,Timber,95.4
12/1/15,Timber,94.45
1/1/16,Timber,92.15
2/1/16,Timber,92.24
3/1/16,Timber,92.12
4/1/16,Timber,93.21
5/1/16,Timber,94.45
6/1/16,Timber,93.57
7/1/16,Timber,88.56
8/1/16,Timber,89
9/1/16,Timber,89.01
10/1/16,Timber,84.58
11/1/16,Timber,84.05
12/1/16,Timber,82.84
1/1/17,Timber,82.24
2/1/17,Timber,83.42
3/1/17,Timber,82.68
4/1/17,Timber,84.69
5/1/17,Timber,85.77
6/1/17,Timber,85.37
7/1/17,Timber,86.02
8/1/17,Timber,86.41
9/1/17,Timber,87.97
10/1/17,Timber,87.01
11/1/17,Timber,87.12
12/1/17,Timber,88.02
1/1/18,Timber,90.37
2/1/18,Timber,91.9
3/1/18,Timber,92.22
4/1/18,Timber,92.42
5/1/18,Timber,89.01
6/1/18,Timber,88.01
7/1/18,Timber,87.12
8/1/18,Timber,85.74
9/1/18,Timber,86.45
10/1/18,Timber,86.09
11/1/18,Timber,85.41
12/1/18,Timber,84.53
1/1/19,Timber,86.18
2/1/19,Timber,86.51
3/1/19,Timber,87.22
4/1/19,Timber,86.44
5/1/19,Timber,85.79
6/1/19,Timber,85.33
7/1/19,Timber,84.29
8/1/19,Timber,83.04
9/1/19,Timber,83.8
10/1/19,Timber,85.1
11/1/19,Timber,86.22
12/1/19,Timber,87.26
1/1/20,Timber,87.08
2/1/20,Timber,86.36
3/1/20,Timber,84
4/1/20,Timber,84.09
5/1/20,Timber,83.63
6/1/20,Timber,84.64
7/1/20,Timber,85.53
8/1/20,Timber,88.01
9/1/20,Timber,87.36
10/1/20,Timber,87.41
11/1/20,Timber,88.77
12/1/20,Timber,90.04
1/1/21,Timber,91.08
2/1/21,Timber,91.8
3/1/21,Timber,91.14
4/1/21,Timber,90.96
5/1/21,Timber,92.13
6/1/21,Timber,91.7
7/1/21,Timber,90.54
8/1/21,Timber,90.6
9/1/21,Timber,90.22
10/1/21,Timber,89.45
11/1/21,Timber,88.11
12/1/21,Timber,87.38
1/1/22,Timber,88.44
2/1/22,Timber,88.3
3/1/22,Timber,85.87
4/1/22,Timber,83.54
1/1/79,Other Raw Mat.,47.48
2/1/79,Other Raw Mat.,48.14
3/1/79,Other Raw Mat.,48.9
4/1/79,Other Raw Mat.,49.2
5/1/79,Other Raw Mat.,50.12
6/1/79,Other Raw Mat.,51.41
7/1/79,Other Raw Mat.,50.87
8/1/79,Other Raw Mat.,50.67
9/1/79,Other Raw Mat.,50.6
10/1/79,Other Raw Mat.,50.58
11/1/79,Other Raw Mat.,50.99
12/1/79,Other Raw Mat.,51.99
1/1/80,Other Raw Mat.,55.35
2/1/80,Other Raw Mat.,59.1
3/1/80,Other Raw Mat.,55.82
4/1/80,Other Raw Mat.,54.05
5/1/80,Other Raw Mat.,53.42
6/1/80,Other Raw Mat.,53.05
7/1/80,Other Raw Mat.,53.81
8/1/80,Other Raw Mat.,55.8
9/1/80,Other Raw Mat.,57.11
10/1/80,Other Raw Mat.,56.34
11/1/80,Other Raw Mat.,56.32
12/1/80,Other Raw Mat.,56.2
1/1/81,Other Raw Mat.,56.07
2/1/81,Other Raw Mat.,54.94
3/1/81,Other Raw Mat.,53.28
4/1/81,Other Raw Mat.,51.2
5/1/81,Other Raw Mat.,51.12
6/1/81,Other Raw Mat.,50.57
7/1/81,Other Raw Mat.,48.71
8/1/81,Other Raw Mat.,48.09
9/1/81,Other Raw Mat.,47.17
10/1/81,Other Raw Mat.,46.78
11/1/81,Other Raw Mat.,46.33
12/1/81,Other Raw Mat.,44.76
1/1/82,Other Raw Mat.,44.65
2/1/82,Other Raw Mat.,44.67
3/1/82,Other Raw Mat.,44.96
4/1/82,Other Raw Mat.,45.63
5/1/82,Other Raw Mat.,47.25
6/1/82,Other Raw Mat.,46.22
7/1/82,Other Raw Mat.,46.48
8/1/82,Other Raw Mat.,45.57
9/1/82,Other Raw Mat.,45.33
10/1/82,Other Raw Mat.,44.24
11/1/82,Other Raw Mat.,43.42
12/1/82,Other Raw Mat.,43.67
1/1/83,Other Raw Mat.,44.61
2/1/83,Other Raw Mat.,46.95
3/1/83,Other Raw Mat.,49.53
4/1/83,Other Raw Mat.,50.93
5/1/83,Other Raw Mat.,50.25
6/1/83,Other Raw Mat.,51.76
7/1/83,Other Raw Mat.,53.19
8/1/83,Other Raw Mat.,53.9
9/1/83,Other Raw Mat.,53.01
10/1/83,Other Raw Mat.,53.07
11/1/83,Other Raw Mat.,53.55
12/1/83,Other Raw Mat.,53.61
1/1/84,Other Raw Mat.,53.07
2/1/84,Other Raw Mat.,52.78
3/1/84,Other Raw Mat.,52.83
4/1/84,Other Raw Mat.,52.29
5/1/84,Other Raw Mat.,51.57
6/1/84,Other Raw Mat.,49.43
7/1/84,Other Raw Mat.,48.97
8/1/84,Other Raw Mat.,48.79
9/1/84,Other Raw Mat.,48.75
10/1/84,Other Raw Mat.,47.83
11/1/84,Other Raw Mat.,46.99
12/1/84,Other Raw Mat.,46.11
1/1/85,Other Raw Mat.,45.2
2/1/85,Other Raw Mat.,43.82
3/1/85,Other Raw Mat.,43.28
4/1/85,Other Raw Mat.,43.5
5/1/85,Other Raw Mat.,42.82
6/1/85,Other Raw Mat.,42.59
7/1/85,Other Raw Mat.,41.58
8/1/85,Other Raw Mat.,40.23
9/1/85,Other Raw Mat.,38.84
10/1/85,Other Raw Mat.,37.76
11/1/85,Other Raw Mat.,37.15
12/1/85,Other Raw Mat.,37.75
1/1/86,Other Raw Mat.,39.34
2/1/86,Other Raw Mat.,40.83
3/1/86,Other Raw Mat.,40.21
4/1/86,Other Raw Mat.,38.64
5/1/86,Other Raw Mat.,38.07
6/1/86,Other Raw Mat.,37.01
7/1/86,Other Raw Mat.,36.42
8/1/86,Other Raw Mat.,36.62
9/1/86,Other Raw Mat.,38.58
10/1/86,Other Raw Mat.,41.02
11/1/86,Other Raw Mat.,41.54
12/1/86,Other Raw Mat.,43.36
1/1/87,Other Raw Mat.,45.29
2/1/87,Other Raw Mat.,45.51
3/1/87,Other Raw Mat.,44.83
4/1/87,Other Raw Mat.,46.1
5/1/87,Other Raw Mat.,48.44
6/1/87,Other Raw Mat.,49.72
7/1/87,Other Raw Mat.,51.02
8/1/87,Other Raw Mat.,52.07
9/1/87,Other Raw Mat.,51.56
10/1/87,Other Raw Mat.,49.56
11/1/87,Other Raw Mat.,49.32
12/1/87,Other Raw Mat.,49.17
1/1/88,Other Raw Mat.,48.52
2/1/88,Other Raw Mat.,46.76
3/1/88,Other Raw Mat.,46.29
4/1/88,Other Raw Mat.,46.45
5/1/88,Other Raw Mat.,47.98
6/1/88,Other Raw Mat.,50.54
7/1/88,Other Raw Mat.,47.71
8/1/88,Other Raw Mat.,46.18
9/1/88,Other Raw Mat.,44.81
10/1/88,Other Raw Mat.,43.88
11/1/88,Other Raw Mat.,44.05
12/1/88,Other Raw Mat.,45.8
1/1/89,Other Raw Mat.,47.32
2/1/89,Other Raw Mat.,48.35
3/1/89,Other Raw Mat.,49.7
4/1/89,Other Raw Mat.,52.53
5/1/89,Other Raw Mat.,52.5
6/1/89,Other Raw Mat.,52.27
7/1/89,Other Raw Mat.,53.39
8/1/89,Other Raw Mat.,52.67
9/1/89,Other Raw Mat.,52.39
10/1/89,Other Raw Mat.,52.53
11/1/89,Other Raw Mat.,52.29
12/1/89,Other Raw Mat.,51.24
1/1/90,Other Raw Mat.,50.62
2/1/90,Other Raw Mat.,51.44
3/1/90,Other Raw Mat.,51.61
4/1/90,Other Raw Mat.,52.63
5/1/90,Other Raw Mat.,53.83
6/1/90,Other Raw Mat.,54.97
7/1/90,Other Raw Mat.,55.53
8/1/90,Other Raw Mat.,53.69
9/1/90,Other Raw Mat.,53.49
10/1/90,Other Raw Mat.,52.57
11/1/90,Other Raw Mat.,53.63
12/1/90,Other Raw Mat.,53.67
1/1/91,Other Raw Mat.,53.73
2/1/91,Other Raw Mat.,53.39
3/1/91,Other Raw Mat.,53.19
4/1/91,Other Raw Mat.,52.71
5/1/91,Other Raw Mat.,52.85
6/1/91,Other Raw Mat.,52.9
7/1/91,Other Raw Mat.,51.95
8/1/91,Other Raw Mat.,51.29
9/1/91,Other Raw Mat.,50.52
10/1/91,Other Raw Mat.,51.1
11/1/91,Other Raw Mat.,49.24
12/1/91,Other Raw Mat.,49.03
1/1/92,Other Raw Mat.,48.46
2/1/92,Other Raw Mat.,47.81
3/1/92,Other Raw Mat.,47.63
4/1/92,Other Raw Mat.,48.85
5/1/92,Other Raw Mat.,49.29
6/1/92,Other Raw Mat.,50.03
7/1/92,Other Raw Mat.,50.08
8/1/92,Other Raw Mat.,48.12
9/1/92,Other Raw Mat.,46.94
10/1/92,Other Raw Mat.,45.51
11/1/92,Other Raw Mat.,44.34
12/1/92,Other Raw Mat.,43.72
1/1/93,Other Raw Mat.,44.12
2/1/93,Other Raw Mat.,44.65
3/1/93,Other Raw Mat.,44.06
4/1/93,Other Raw Mat.,43.42
5/1/93,Other Raw Mat.,42.57
6/1/93,Other Raw Mat.,42.03
7/1/93,Other Raw Mat.,41.62
8/1/93,Other Raw Mat.,41.1
9/1/93,Other Raw Mat.,40.9
10/1/93,Other Raw Mat.,40.39
11/1/93,Other Raw Mat.,40.81
12/1/93,Other Raw Mat.,41.69
1/1/94,Other Raw Mat.,44.25
2/1/94,Other Raw Mat.,47.01
3/1/94,Other Raw Mat.,48.32
4/1/94,Other Raw Mat.,49.66
5/1/94,Other Raw Mat.,50.71
6/1/94,Other Raw Mat.,51.26
7/1/94,Other Raw Mat.,52.85
8/1/94,Other Raw Mat.,51.62
9/1/94,Other Raw Mat.,51.5
10/1/94,Other Raw Mat.,52.98
11/1/94,Other Raw Mat.,53.45
12/1/94,Other Raw Mat.,57.22
1/1/95,Other Raw Mat.,60.95
2/1/95,Other Raw Mat.,64.34
3/1/95,Other Raw Mat.,66.47
4/1/95,Other Raw Mat.,67.15
5/1/95,Other Raw Mat.,66.04
6/1/95,Other Raw Mat.,58.42
7/1/95,Other Raw Mat.,55.33
8/1/95,Other Raw Mat.,54.65
9/1/95,Other Raw Mat.,56.72
10/1/95,Other Raw Mat.,57.51
11/1/95,Other Raw Mat.,60.01
12/1/95,Other Raw Mat.,60.36
1/1/96,Other Raw Mat.,59.31
2/1/96,Other Raw Mat.,59.28
3/1/96,Other Raw Mat.,58.29
4/1/96,Other Raw Mat.,58.05
5/1/96,Other Raw Mat.,58.48
6/1/96,Other Raw Mat.,58.37
7/1/96,Other Raw Mat.,56.43
8/1/96,Other Raw Mat.,55.61
9/1/96,Other Raw Mat.,55.45
10/1/96,Other Raw Mat.,54.7
11/1/96,Other Raw Mat.,55.6
12/1/96,Other Raw Mat.,56.5
1/1/97,Other Raw Mat.,56.81
2/1/97,Other Raw Mat.,56.93
3/1/97,Other Raw Mat.,57.38
4/1/97,Other Raw Mat.,56.32
5/1/97,Other Raw Mat.,56.57
6/1/97,Other Raw Mat.,57.24
7/1/97,Other Raw Mat.,55.07
8/1/97,Other Raw Mat.,54.69
9/1/97,Other Raw Mat.,54.11
10/1/97,Other Raw Mat.,53.63
11/1/97,Other Raw Mat.,53.14
12/1/97,Other Raw Mat.,51
1/1/98,Other Raw Mat.,49.52
2/1/98,Other Raw Mat.,50.04
3/1/98,Other Raw Mat.,48.65
4/1/98,Other Raw Mat.,48.62
5/1/98,Other Raw Mat.,47.76
6/1/98,Other Raw Mat.,47.43
7/1/98,Other Raw Mat.,47.34
8/1/98,Other Raw Mat.,46
9/1/98,Other Raw Mat.,45.77
10/1/98,Other Raw Mat.,45.57
11/1/98,Other Raw Mat.,43.59
12/1/98,Other Raw Mat.,42.44
1/1/99,Other Raw Mat.,43
2/1/99,Other Raw Mat.,43.15
3/1/99,Other Raw Mat.,41.85
4/1/99,Other Raw Mat.,41.19
5/1/99,Other Raw Mat.,42.01
6/1/99,Other Raw Mat.,41.76
